TIME(s)        UTS_NAME         MNT_NS       PID_NS       UID    EVENT            COMM             PID    TID    PPID   RET          ARGS
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      entrypoint.sh    1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      chown            7      7      1      0           [CAP_CHOWN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      gosu             1      1      11175  0           [CAP_SETGID]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      gosu             1      1      11175  0           [CAP_SETGID]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      gosu             1      1      11175  0           [CAP_SETUID]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   100000 cap_capable      docker           1      1      11175  0           [CAP_DAC_OVERRIDE]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_DAC_READ_SEARCH]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_DAC_OVERRIDE]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_DAC_OVERRIDE]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_DAC_READ_SEARCH]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_DAC_READ_SEARCH]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_DAC_OVERRIDE]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_DAC_READ_SEARCH]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_DAC_READ_SEARCH]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_DAC_READ_SEARCH]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_DAC_OVERRIDE]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   100000 cap_capable      docker           1      1      11175  0           [CAP_DAC_OVERRIDE]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_DAC_READ_SEARCH]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_DAC_READ_SEARCH]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_DAC_READ_SEARCH]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_DAC_READ_SEARCH]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_FOWNER]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_FSETID]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_FSETID]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_DAC_READ_SEARCH]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_DAC_READ_SEARCH]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_DAC_READ_SEARCH]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_DAC_OVERRIDE]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_DAC_READ_SEARCH]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_DAC_READ_SEARCH]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_FOWNER]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_FSETID]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_FSETID]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_DAC_READ_SEARCH]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_DAC_READ_SEARCH]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      1      11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      conmon           23     23     1      0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      conmon           23     23     1      0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      conmon           23     23     1      0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      conmon           23     23     1      0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      conmon           23     23     1      0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      19     11175  0           [CAP_DAC_READ_SEARCH]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      19     11175  0           [CAP_DAC_READ_SEARCH]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      19     11175  0           [CAP_DAC_READ_SEARCH]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      19     11175  0           [CAP_DAC_READ_SEARCH]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      19     11175  0           [CAP_DAC_READ_SEARCH]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      19     11175  0           [CAP_DAC_READ_SEARCH]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      19     11175  0           [CAP_DAC_READ_SEARCH]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      19     11175  0           [CAP_DAC_OVERRIDE]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      19     11175  0           [CAP_DAC_READ_SEARCH]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      19     11175  0           [CAP_DAC_READ_SEARCH]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      19     11175  0           [CAP_DAC_READ_SEARCH]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      19     11175  0           [CAP_DAC_READ_SEARCH]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      19     11175  0           [CAP_DAC_READ_SEARCH]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      19     11175  0           [CAP_DAC_READ_SEARCH]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      19     11175  0           [CAP_DAC_OVERRIDE]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      19     11175  0           [CAP_DAC_READ_SEARCH]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      19     11175  0           [CAP_DAC_READ_SEARCH]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      19     11175  0           [CAP_DAC_READ_SEARCH]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      19     11175  0           [CAP_DAC_READ_SEARCH]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      19     11175  0           [CAP_DAC_READ_SEARCH]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      19     11175  0           [CAP_DAC_READ_SEARCH]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      19     11175  0           [CAP_DAC_OVERRIDE]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      19     11175  0           [CAP_DAC_READ_SEARCH]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      19     11175  0           [CAP_DAC_READ_SEARCH]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      19     11175  0           [CAP_DAC_READ_SEARCH]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      19     11175  0           [CAP_DAC_READ_SEARCH]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      19     11175  0           [CAP_DAC_READ_SEARCH]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      19     11175  0           [CAP_DAC_READ_SEARCH]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      19     11175  0           [CAP_DAC_OVERRIDE]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      19     11175  0           [CAP_DAC_READ_SEARCH]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      19     11175  0           [CAP_DAC_READ_SEARCH]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      19     11175  0           [CAP_DAC_READ_SEARCH]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      19     11175  0           [CAP_DAC_READ_SEARCH]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      19     11175  0           [CAP_DAC_OVERRIDE]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      19     11175  0           [CAP_DAC_READ_SEARCH]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      19     11175  0           [CAP_DAC_READ_SEARCH]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      19     11175  0           [CAP_DAC_OVERRIDE]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      19     11175  0           [CAP_DAC_READ_SEARCH]
2303           7cf298ac9650     4026532211   4026532214   0      cap_capable      docker           1      19     11175  0           [CAP_DAC_READ_SEARCH]
2303           7cf298ac9650     4026532211   4026532214   100000 cap_capable      docker           1      19     11175  0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   100000 cap_capable      docker           25     25     19     0           [CAP_DAC_READ_SEARCH]
2303           7cf298ac9650     4026532211   4026532214   100000 cap_capable      docker           25     25     19     0           [CAP_DAC_OVERRIDE]
2303           7cf298ac9650     4026532211   4026532214   100000 cap_capable      newuidmap        25     25     19     0           [CAP_DAC_OVERRIDE]
2303           7cf298ac9650     4026532211   4026532214   100000 cap_capable      newuidmap        25     25     19     0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   100000 cap_capable      newuidmap        25     25     19     0           [CAP_SETUID]
2303           7cf298ac9650     4026532211   4026532214   100000 cap_capable      newuidmap        25     25     19     0           [CAP_SETUID]
2303           7cf298ac9650     4026532211   4026532214   100000 cap_capable      docker           26     26     19     0           [CAP_DAC_READ_SEARCH]
2303           7cf298ac9650     4026532211   4026532214   100000 cap_capable      docker           26     26     19     0           [CAP_DAC_OVERRIDE]
2303           7cf298ac9650     4026532211   4026532214   100000 cap_capable      newgidmap        26     26     19     0           [CAP_DAC_OVERRIDE]
2303           7cf298ac9650     4026532211   4026532214   100000 cap_capable      newgidmap        26     26     19     0           [CAP_SYS_ADMIN]
2303           7cf298ac9650     4026532211   4026532214   100000 cap_capable      newgidmap        26     26     19     0           [CAP_SETGID]
2303           7cf298ac9650     4026532211   4026532214   100000 cap_capable      newgidmap        26     26     19     0           [CAP_SETGID]
2303           7cf298ac9650     4026532271   4026532214   100000 cap_capable      docker           24     24     19     0           [CAP_SETGID]
